timestamp,sandboxLog,lambdaLog
168000,,"mid=10043.0 dyn_mean=10014.7 z=0.88 mom=9.0 trend=0.51 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2402 peak=3442 dd=1040 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10036(✓) ask@10050(✓) qty=10"
168100,,"mid=10040.0 dyn_mean=10014.7 z=0.79 mom=10.0 trend=0.48 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2514 peak=3442 dd=929 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10033(✓) ask@10047(✓) qty=10"
168200,,"mid=10038.0 dyn_mean=10014.8 z=0.73 mom=8.0 trend=0.22 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2588 peak=3442 dd=855 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10031(✓) ask@10045(✓) qty=10"
168300,,"mid=10039.0 dyn_mean=10014.8 z=0.76 mom=8.0 trend=0.16 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2550 peak=3442 dd=892 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10032(✓) ask@10046(✓) qty=10"
168400,,"mid=10037.0 dyn_mean=10014.8 z=0.69 mom=3.0 trend=-0.05 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2624 peak=3442 dd=818 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10030(✓) ask@10044(✓) qty=10"
168500,,"mid=10041.5 dyn_mean=10014.8 z=0.83 mom=5.5 trend=0.29 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2458 peak=3442 dd=984 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10034(✓) ask@10048(✓) qty=10"
168600,,"mid=10035.0 dyn_mean=10014.9 z=0.63 mom=-4.0 trend=-0.05 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2698 peak=3442 dd=744 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10028(✓) ask@10042(✓) qty=10"
168700,,"mid=10034.0 dyn_mean=10014.9 z=0.60 mom=-6.0 trend=-0.15 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2736 peak=3442 dd=707 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10027(✓) ask@10041(✓) qty=10"
168800,,"mid=10033.0 dyn_mean=10014.9 z=0.57 mom=-4.5 trend=-0.10 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2772 peak=3442 dd=670 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10026(✓) ask@10040(✓) qty=10"
168900,,"mid=10029.0 dyn_mean=10014.9 z=0.44 mom=-7.0 trend=-0.22 regime=MILD_REVERSION | LOCKED target=-23 pos_orig=-37 took=0 gap=14 cum_pnl=2920 peak=3442 dd=522 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=17 bid@10022(✓) ask@10036(✓) qty=10"
169000,,"mid=10029.0 dyn_mean=10014.9 z=0.44 mom=-9.0 trend=-0.30 regime=MILD_REVERSION | LOCKED target=-23 pos_orig=-37 took=0 gap=14 cum_pnl=2920 peak=3442 dd=522 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10022(✓) ask@10036(✓) qty=10"
169100,,"mid=10033.0 dyn_mean=10014.9 z=0.56 mom=-4.0 trend=-0.30 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2772 peak=3442 dd=670 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10026(✓) ask@10040(✓) qty=10"
169200,,"mid=10030.0 dyn_mean=10015.0 z=0.47 mom=-8.0 trend=-0.54 regime=MILD_REVERSION | LOCKED target=-28 pos_orig=-37 took=0 gap=9 cum_pnl=2884 peak=3442 dd=559 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=18 bid@10023(✓) ask@10037(✓) qty=10"
169300,,"mid=10033.5 dyn_mean=10015.0 z=0.58 mom=-6.5 trend=-0.36 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2754 peak=3442 dd=688 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10026(✓) ask@10040(✓) qty=10"
169400,,"mid=10028.0 dyn_mean=10015.0 z=0.41 mom=-9.0 trend=-0.56 regime=MILD_REVERSION | LOCKED target=-17 pos_orig=-37 took=0 gap=20 cum_pnl=2958 peak=3442 dd=485 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=19 bid@10021(✓) ask@10035(✓) qty=10"
169500,,"mid=10029.0 dyn_mean=10015.0 z=0.44 mom=-9.0 trend=-0.61 regime=MILD_REVERSION | LOCKED target=-22 pos_orig=-37 took=0 gap=15 cum_pnl=2920 peak=3442 dd=522 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10022(✓) ask@10036(✓) qty=10"
169600,,"mid=10033.0 dyn_mean=10015.0 z=0.56 mom=-3.0 trend=-0.32 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2772 peak=3442 dd=670 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10026(✓) ask@10040(✓) qty=10"
169700,,"mid=10033.0 dyn_mean=10015.0 z=0.56 mom=-3.0 trend=-0.32 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2772 peak=3442 dd=670 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=20 bid@10026(✓) ask@10040(✓) qty=10"
169800,,"mid=10032.0 dyn_mean=10015.1 z=0.53 mom=-4.0 trend=-0.37 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2810 peak=3442 dd=633 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=20 bid@10025(✓) ask@10039(✓) qty=10"
169900,,"mid=10028.5 dyn_mean=10015.1 z=0.42 mom=-9.5 trend=-0.67 regime=MILD_REVERSION | LOCKED target=-19 pos_orig=-37 took=0 gap=18 cum_pnl=2939 peak=3442 dd=504 m38_hit=(--)
MARK38: mode=EXPLOIT conf=20 bid@10022(✓) ask@10036(✓) qty=10"
170000,,"mid=10027.0 dyn_mean=10015.1 z=0.37 mom=-12.0 trend=-0.74 regime=MILD_REVERSION | LOCKED target=-12 pos_orig=-37 took=0 gap=25 cum_pnl=2994 peak=3442 dd=448 m38_hit=(--)
MARK38: mode=EXPLOIT conf=20 bid@10020(✓) ask@10034(✓) qty=10"
170100,,"mid=10027.0 dyn_mean=10015.1 z=0.37 mom=-12.0 trend=-0.65 regime=MILD_REVERSION | LOCKED target=-12 pos_orig=-37 took=0 gap=25 cum_pnl=2994 peak=3442 dd=448 m38_hit=(--)
MARK38: mode=EXPLOIT conf=20 bid@10020(✓) ask@10034(✓) qty=10"
170200,,"mid=10025.0 dyn_mean=10015.1 z=0.31 mom=-16.0 trend=-0.48 regime=MILD_REVERSION | LOCKED target=-1 pos_orig=-37 took=0 gap=36 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=20 bid@10018(✓) ask@10032(✓) qty=10"
170300,,"mid=10022.0 dyn_mean=10015.1 z=0.22 mom=-18.5 trend=-0.57 regime=MOMENTUM | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=3180 peak=3442 dd=263 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10015(✓) ask@10029(✓) qty=10"
170400,,"mid=10023.0 dyn_mean=10015.1 z=0.25 mom=-16.0 trend=-0.57 regime=MOMENTUM | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=3142 peak=3442 dd=300 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10016(✓) ask@10030(✓) qty=10"
170500,,"mid=10023.0 dyn_mean=10015.1 z=0.25 mom=-14.5 trend=-0.77 regime=MOMENTUM | LOCKED target=-29 pos_orig=-37 took=0 gap=8 cum_pnl=3142 peak=3442 dd=300 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10016(✓) ask@10030(✓) qty=10"
170600,,"mid=10026.0 dyn_mean=10015.1 z=0.34 mom=-12.0 trend=-0.44 regime=MILD_REVERSION | LOCKED target=-6 pos_orig=-37 took=0 gap=31 cum_pnl=3032 peak=3442 dd=411 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10019(✓) ask@10033(✓) qty=10"
170700,,"mid=10025.0 dyn_mean=10015.1 z=0.31 mom=-10.5 trend=-0.70 regime=MILD_REVERSION | LOCKED target=-1 pos_orig=-37 took=0 gap=36 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10018(✓) ask@10032(✓) qty=10"
170800,,"mid=10026.0 dyn_mean=10015.2 z=0.34 mom=-8.0 trend=-0.65 regime=MILD_REVERSION | LOCKED target=-6 pos_orig=-37 took=0 gap=31 cum_pnl=3032 peak=3442 dd=411 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10019(✓) ask@10033(✓) qty=10"
170900,,"mid=10028.0 dyn_mean=10015.2 z=0.40 mom=-5.0 trend=-0.49 regime=MILD_REVERSION | LOCKED target=-16 pos_orig=-37 took=0 gap=21 cum_pnl=2958 peak=3442 dd=485 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10021(✓) ask@10035(✓) qty=10"
171000,,"mid=10027.0 dyn_mean=10015.2 z=0.37 mom=-6.0 trend=-0.49 regime=MILD_REVERSION | LOCKED target=-11 pos_orig=-37 took=0 gap=26 cum_pnl=2994 peak=3442 dd=448 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10020(✓) ask@10034(✓) qty=10"
171100,,"mid=10026.0 dyn_mean=10015.2 z=0.34 mom=-6.0 trend=-0.26 regime=MILD_REVERSION | LOCKED target=-6 pos_orig=-37 took=0 gap=31 cum_pnl=3032 peak=3442 dd=411 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10019(✓) ask@10033(✓) qty=10"
171200,,"mid=10027.0 dyn_mean=10015.2 z=0.37 mom=0.0 trend=-0.31 regime=MILD_REVERSION | LOCKED target=-11 pos_orig=-37 took=0 gap=26 cum_pnl=2994 peak=3442 dd=448 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10020(✓) ask@10034(✓) qty=10"
171300,,"mid=10025.0 dyn_mean=10015.2 z=0.31 mom=-3.5 trend=-0.55 regime=MILD_REVERSION | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10018(✓) ask@10032(✓) qty=10"
171400,,"mid=10021.0 dyn_mean=10015.2 z=0.18 mom=-9.0 trend=-0.52 regime=MOMENTUM | LOCKED target=-18 pos_orig=-37 took=0 gap=19 cum_pnl=3216 peak=3442 dd=226 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10014(✓) ask@10028(✓) qty=10"
171500,,"mid=10029.0 dyn_mean=10015.2 z=0.43 mom=-3.0 trend=0.00 regime=MILD_REVERSION | LOCKED target=-21 pos_orig=-37 took=0 gap=16 cum_pnl=2920 peak=3442 dd=522 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10022(✓) ask@10036(✓) qty=10"
171600,,"mid=10028.0 dyn_mean=10015.2 z=0.40 mom=-6.0 trend=0.02 regime=MILD_REVERSION | LOCKED target=-16 pos_orig=-37 took=0 gap=21 cum_pnl=2958 peak=3442 dd=485 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10021(✓) ask@10035(✓) qty=10"
171700,,"mid=10021.5 dyn_mean=10015.3 z=0.20 mom=-11.5 trend=-0.40 regime=MOMENTUM | LOCKED target=-23 pos_orig=-37 took=0 gap=14 cum_pnl=3198 peak=3442 dd=244 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10014(✓) ask@10028(✓) qty=10"
171800,,"mid=10024.0 dyn_mean=10015.3 z=0.27 mom=-10.0 trend=-0.45 regime=MOMENTUM | LOCKED target=-20 pos_orig=-37 took=0 gap=17 cum_pnl=3106 peak=3442 dd=337 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10017(✓) ask@10031(✓) qty=10"
171900,,"mid=10028.0 dyn_mean=10015.3 z=0.40 mom=-9.0 trend=-0.50 regime=MILD_REVERSION | LOCKED target=-16 pos_orig=-37 took=0 gap=21 cum_pnl=2958 peak=3442 dd=485 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10021(✓) ask@10035(✓) qty=10"
172000,,"mid=10025.0 dyn_mean=10015.3 z=0.30 mom=-13.0 trend=-0.45 regime=MILD_REVERSION | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10018(✓) ask@10032(✓) qty=10"
172100,,"mid=10025.0 dyn_mean=10015.3 z=0.30 mom=-14.0 trend=-0.38 regime=MILD_REVERSION | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10018(✓) ask@10032(✓) qty=10"
172200,,"mid=10025.0 dyn_mean=10015.3 z=0.30 mom=-13.0 trend=-0.38 regime=MILD_REVERSION | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10018(✓) ask@10032(✓) qty=10"
172300,,"mid=10028.0 dyn_mean=10015.3 z=0.40 mom=-7.0 trend=-0.33 regime=MILD_REVERSION | LOCKED target=-16 pos_orig=-37 took=0 gap=21 cum_pnl=2958 peak=3442 dd=485 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10021(✓) ask@10035(✓) qty=10"
172400,,"mid=10029.0 dyn_mean=10015.3 z=0.43 mom=-6.0 trend=-0.19 regime=MILD_REVERSION | LOCKED target=-21 pos_orig=-37 took=0 gap=16 cum_pnl=2920 peak=3442 dd=522 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10022(✓) ask@10036(✓) qty=10"
172500,,"mid=10029.0 dyn_mean=10015.3 z=0.43 mom=-11.0 trend=-0.22 regime=MILD_REVERSION | LOCKED target=-21 pos_orig=-37 took=0 gap=16 cum_pnl=2920 peak=3442 dd=522 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10022(✓) ask@10036(✓) qty=10"
172600,,"mid=10032.0 dyn_mean=10015.4 z=0.52 mom=-7.0 trend=-0.09 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2810 peak=3442 dd=633 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10025(✓) ask@10039(✓) qty=10"
172700,,"mid=10027.0 dyn_mean=10015.4 z=0.36 mom=-12.5 trend=-0.52 regime=MILD_REVERSION | LOCKED target=-10 pos_orig=-37 took=0 gap=27 cum_pnl=2994 peak=3442 dd=448 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10020(✓) ask@10034(✓) qty=10"
172800,,"mid=10025.0 dyn_mean=10015.4 z=0.30 mom=-15.5 trend=-0.75 regime=MILD_REVERSION | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10018(✓) ask@10032(✓) qty=10"
172900,,"mid=10024.0 dyn_mean=10015.4 z=0.27 mom=-16.0 trend=-0.90 regime=MOMENTUM | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=3106 peak=3442 dd=337 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10017(✓) ask@10031(✓) qty=10"
173000,,"mid=10025.0 dyn_mean=10015.4 z=0.30 mom=-14.0 trend=-0.72 regime=MOMENTUM | LOCKED target=-28 pos_orig=-37 took=0 gap=9 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10018(✓) ask@10032(✓) qty=10"
173100,,"mid=10027.0 dyn_mean=10015.4 z=0.36 mom=-12.0 trend=-0.53 regime=MILD_REVERSION | LOCKED target=-10 pos_orig=-37 took=0 gap=27 cum_pnl=2994 peak=3442 dd=448 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10020(✓) ask@10034(✓) qty=10"
173200,,"mid=10023.0 dyn_mean=10015.4 z=0.24 mom=-19.0 trend=-0.75 regime=MOMENTUM | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=3142 peak=3442 dd=300 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10016(✓) ask@10030(✓) qty=10"
173300,,"mid=10026.0 dyn_mean=10015.4 z=0.33 mom=-14.0 trend=-0.51 regime=MILD_REVERSION | LOCKED target=-5 pos_orig=-37 took=0 gap=32 cum_pnl=3032 peak=3442 dd=411 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10019(✓) ask@10033(✓) qty=10"
173400,,"mid=10025.0 dyn_mean=10015.4 z=0.30 mom=-16.0 trend=-0.79 regime=MOMENTUM | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10018(✓) ask@10032(✓) qty=10"
173500,,"mid=10025.5 dyn_mean=10015.5 z=0.31 mom=-18.5 trend=-0.48 regime=MILD_REVERSION | LOCKED target=-2 pos_orig=-37 took=0 gap=35 cum_pnl=3050 peak=3442 dd=392 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10018(✓) ask@10032(✓) qty=10"
173600,,"mid=10024.0 dyn_mean=10015.5 z=0.27 mom=-21.0 trend=-0.50 regime=MOMENTUM | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=3106 peak=3442 dd=337 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10017(✓) ask@10031(✓) qty=10"
173700,,"mid=10026.0 dyn_mean=10015.5 z=0.33 mom=-21.0 trend=-0.35 regime=MILD_REVERSION | LOCKED target=-4 pos_orig=-37 took=0 gap=33 cum_pnl=3032 peak=3442 dd=411 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10019(✓) ask@10033(✓) qty=10"
173800,,"mid=10026.0 dyn_mean=10015.5 z=0.33 mom=-24.0 trend=-0.15 regime=MILD_REVERSION | LOCKED target=-4 pos_orig=-32 took=0 gap=28 cum_pnl=3032 peak=3442 dd=411 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=14 bid@10019(✓) ask@10033(✓) qty=10"
173900,,"mid=10028.0 dyn_mean=10015.5 z=0.39 mom=-19.0 trend=-0.05 regime=MILD_REVERSION | LOCKED target=-15 pos_orig=-32 took=0 gap=17 cum_pnl=2968 peak=3442 dd=475 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=15 bid@10021(✓) ask@10035(✓) qty=10"
174000,,"mid=10030.0 dyn_mean=10015.5 z=0.45 mom=-16.0 trend=-0.15 regime=MILD_REVERSION | LOCKED target=-25 pos_orig=-32 took=0 gap=7 cum_pnl=2904 peak=3442 dd=539 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10023(✓) ask@10037(✓) qty=10"
174100,,"mid=10029.0 dyn_mean=10015.5 z=0.42 mom=-16.0 trend=-0.05 regime=MILD_REVERSION | LOCKED target=-20 pos_orig=-32 took=0 gap=12 cum_pnl=2936 peak=3442 dd=507 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10022(✓) ask@10036(✓) qty=10"
174200,,"mid=10025.0 dyn_mean=10015.5 z=0.30 mom=-20.0 trend=-0.44 regime=MOMENTUM | LOCKED target=-30 pos_orig=-32 took=0 gap=2 cum_pnl=3064 peak=3442 dd=379 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10018(✓) ask@10032(✓) qty=10"
174300,,"mid=10027.0 dyn_mean=10015.5 z=0.36 mom=-19.0 trend=-0.05 regime=MILD_REVERSION | LOCKED target=-9 pos_orig=-32 took=0 gap=23 cum_pnl=3000 peak=3442 dd=443 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10020(✓) ask@10034(✓) qty=10"
174400,,"mid=10025.0 dyn_mean=10015.6 z=0.30 mom=-24.0 trend=-0.21 regime=MOMENTUM | LOCKED target=-30 pos_orig=-29 took=0 gap=-1 cum_pnl=3064 peak=3442 dd=379 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=16 bid@10018(✓) ask@10032(✓) qty=10"
174500,,"mid=10024.0 dyn_mean=10015.6 z=0.26 mom=-18.0 trend=-0.49 regime=MOMENTUM | LOCKED target=-30 pos_orig=-29 took=0 gap=-1 cum_pnl=3092 peak=3442 dd=350 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10017(✓) ask@10031(✓) qty=10"
174600,,"mid=10024.0 dyn_mean=10015.6 z=0.26 mom=-22.0 trend=-0.49 regime=MOMENTUM | LOCKED target=-30 pos_orig=-29 took=0 gap=-1 cum_pnl=3092 peak=3442 dd=350 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10017(✓) ask@10031(✓) qty=10"
174700,,"mid=10021.0 dyn_mean=10015.6 z=0.17 mom=-25.0 trend=-0.60 regime=MOMENTUM | LOCKED target=-30 pos_orig=-31 took=0 gap=1 cum_pnl=3180 peak=3442 dd=263 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=17 bid@10014(✓) ask@10028(✓) qty=10"
174800,,"mid=10019.0 dyn_mean=10015.6 z=0.11 mom=-28.0 trend=-0.52 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3242 peak=3442 dd=201 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=18 bid@10012(✓) ask@10026(✓) qty=10"
174900,,"mid=10019.0 dyn_mean=10015.6 z=0.11 mom=-31.0 trend=-0.44 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3242 peak=3442 dd=201 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10012(✓) ask@10026(✓) qty=10"
175000,,"mid=10019.0 dyn_mean=10015.6 z=0.11 mom=-29.0 trend=-0.44 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3242 peak=3442 dd=201 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10012(✓) ask@10026(✓) qty=10"
175100,,"mid=10019.5 dyn_mean=10015.6 z=0.12 mom=-28.5 trend=-0.30 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3228 peak=3442 dd=214 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10012(✓) ask@10026(✓) qty=10"
175200,,"mid=10017.0 dyn_mean=10015.6 z=0.04 mom=-29.5 trend=-0.28 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3296 peak=3442 dd=147 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10010(✓) ask@10024(✓) qty=10"
175300,,"mid=10018.0 dyn_mean=10015.6 z=0.08 mom=-26.0 trend=-0.28 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3268 peak=3442 dd=174 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10011(✓) ask@10025(✓) qty=10"
175400,,"mid=10018.0 dyn_mean=10015.6 z=0.08 mom=-26.0 trend=-0.28 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3268 peak=3442 dd=174 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10011(✓) ask@10025(✓) qty=10"
175500,,"mid=10017.0 dyn_mean=10015.6 z=0.04 mom=-26.0 trend=-0.51 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3296 peak=3442 dd=147 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10010(✓) ask@10024(✓) qty=10"
175600,,"mid=10016.0 dyn_mean=10015.6 z=0.01 mom=-31.0 trend=-0.51 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3322 peak=3442 dd=120 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10009(✓) ask@10023(✓) qty=10"
175700,,"mid=10015.0 dyn_mean=10015.6 z=-0.02 mom=-31.0 trend=-0.62 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3350 peak=3442 dd=93 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10008(✓) ask@10022(✓) qty=10"
175800,,"mid=10015.0 dyn_mean=10015.6 z=-0.02 mom=-29.0 trend=-0.74 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3350 peak=3442 dd=93 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10008(✓) ask@10022(✓) qty=10"
175900,,"mid=10015.0 dyn_mean=10015.6 z=-0.02 mom=-26.0 trend=-0.68 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3350 peak=3442 dd=93 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10008(✓) ask@10022(✓) qty=10"
176000,,"mid=10015.0 dyn_mean=10015.6 z=-0.02 mom=-26.0 trend=-0.63 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3350 peak=3442 dd=93 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10008(✓) ask@10022(✓) qty=10"
176100,,"mid=10015.0 dyn_mean=10015.6 z=-0.02 mom=-25.0 trend=-0.68 regime=MOMENTUM | LOCKED target=-30 pos_orig=-27 took=0 gap=-3 cum_pnl=3350 peak=3442 dd=93 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10008(✓) ask@10022(✓) qty=10"
176200,,"mid=10018.0 dyn_mean=10015.6 z=0.08 mom=-20.0 trend=-0.40 regime=MOMENTUM | LOCKED target=-30 pos_orig=-22 took=0 gap=-8 cum_pnl=3268 peak=3442 dd=174 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=17 bid@10011(✓) ask@10025(✓) qty=10"
176300,,"mid=10017.0 dyn_mean=10015.6 z=0.04 mom=-22.0 trend=-0.23 regime=MOMENTUM | LOCKED target=-30 pos_orig=-22 took=0 gap=-8 cum_pnl=3290 peak=3442 dd=152 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10010(✓) ask@10024(✓) qty=10"
176400,,"mid=10016.0 dyn_mean=10015.6 z=0.01 mom=-25.0 trend=-0.85 regime=MOMENTUM | LOCKED target=-30 pos_orig=-22 took=0 gap=-8 cum_pnl=3312 peak=3442 dd=130 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10009(✓) ask@10023(✓) qty=10"
